,id,target,disposition,period,t0,duration
5282,K03900.01,0,FALSE POSITIVE,359.102042,393.8542,16.949
5283,K03901.01,1,CONFIRMED,160.130899,203.47424,13.775
5284,K03902.01,0,FALSE POSITIVE,2.69634575,132.9969,3.785
5285,K03903.01,0,FALSE POSITIVE,2.553924603,131.94769,9.835
5286,K03671.01,0,FALSE POSITIVE,8.487871809,134.495278,4.19829
5287,K03672.01,0,FALSE POSITIVE,5.50817321,134.32367,3.6845
5288,K03673.01,0,FALSE POSITIVE,6.142812722,135.16085,6.0751
5289,K03674.01,0,FALSE POSITIVE,175.06586091,179.043787,4.5181
5290,K03675.01,0,FALSE POSITIVE,20.8392148,133.49781,2.3321
5291,K03676.01,0,FALSE POSITIVE,9.50158045,131.97492,5.0701
5292,K03747.02,0,FALSE POSITIVE,19.226055,132.6309,2.949
5293,K03748.01,0,FALSE POSITIVE,2.050435466,133.288776,8.0122
5294,K03749.01,0,CANDIDATE,10.72725536,132.90239,1.7541
5295,K03750.01,0,FALSE POSITIVE,1.507101452,132.092456,5.2005
5296,K03751.01,0,FALSE POSITIVE,1.274841686,131.623318,3.5903
5297,K02055.02,1,CONFIRMED,4.02582434,135.42508,2.8059
5298,K03825.01,0,FALSE POSITIVE,2.845746618,134.276987,13.0719
5299,K03826.01,0,FALSE POSITIVE,2.30120705,132.18748,25.08
5300,K03827.01,0,FALSE POSITIVE,337.377514,336.53604,12.136
5301,K03827.02,0,FALSE POSITIVE,389.28075044,310.5901867,12.52
5302,K03828.01,0,FALSE POSITIVE,8.58965725,132.01852,8.9793
5303,K02093.02,0,CANDIDATE,2.508116,133.98497,2.504
5304,K03904.01,0,FALSE POSITIVE,8.56751264,136.06104,5.449
5305,K03905.01,0,FALSE POSITIVE,1.061934313,131.72596,3.194
5306,K03906.01,0,FALSE POSITIVE,2.406574511,133.73667,3.4382
5307,K03907.01,0,FALSE POSITIVE,28.64338839,141.22933,1.2246
5308,K07792.01,0,FALSE POSITIVE,96.231257,217.00033,2.488
5309,K03677.01,0,FALSE POSITIVE,30.5528701,143.348399,5.3367
5310,K01955.04,1,CONFIRMED,26.2347447,141.99379,3.536
5311,K03678.01,1,CONFIRMED,160.88451966,277.504342,10.8771
5312,K03679.01,0,FALSE POSITIVE,4.04506346,132.232226,3.22222
5313,K03680.01,1,CONFIRMED,141.2415405,256.205347,6.7645
5314,K03681.01,1,CONFIRMED,217.83184293,238.820035,21.306
5315,K02018.02,0,CANDIDATE,16.0988294,131.8764,5.686
5316,K03752.01,0,FALSE POSITIVE,1.433262145,132.822323,5.6316
5317,K03753.01,0,FALSE POSITIVE,0.782046543,131.674244,1.9874
5318,K03754.01,0,FALSE POSITIVE,5.663604992,133.892182,1.4283
5319,K03755.01,0,FALSE POSITIVE,18.076610347,146.256704,3.1396
5320,K03756.01,0,FALSE POSITIVE,6.47173281,136.35537,7.1964
5321,K03830.01,0,FALSE POSITIVE,1.031100362,131.87473,2.9759
5322,K03831.01,0,FALSE POSITIVE,0.597933142,131.95669,3.47133
5323,K03832.01,0,FALSE POSITIVE,5.36652724,134.86398,8.367
5324,K03834.01,0,FALSE POSITIVE,1.540392098,131.9989,3.7271
5325,K03835.01,1,CONFIRMED,47.1484324,175.2689,3.1347
5326,K02055.03,1,CONFIRMED,2.50475282,133.63645,2.376
5327,K03908.01,1,CONFIRMED,59.3627946,184.14711,13.972
5328,K03909.01,0,CANDIDATE,247.891041,133.92838,18.363
5329,K03910.01,0,FALSE POSITIVE,2.199076661,133.06147,6.11
5330,K03911.01,1,CONFIRMED,1.79110997,131.95636,2.0917
5331,K03912.01,0,FALSE POSITIVE,7.77241144,132.58122,5.272
5332,K07793.01,0,CANDIDATE,1.99469354,131.5639,5.297
5333,K03681.02,1,CONFIRMED,10.51421162,134.56738,3.877
5334,K03682.01,0,FALSE POSITIVE,11.344347453,138.811996,5.9738
5335,K03683.01,1,CONFIRMED,214.3120439,336.330158,16.2938
5336,K03684.01,0,FALSE POSITIVE,0.876826336,132.0647202,3.6097
5337,K03685.01,0,FALSE POSITIVE,208.86909724,273.692419,4.5707
5338,K03685.02,1,CONFIRMED,7.2593226,131.71082,6.1394
5339,K03757.01,0,FALSE POSITIVE,1.98663794,133.311523,4.7585
5340,K03758.01,0,FALSE POSITIVE,13.54208867,144.00206,4.9406
5341,K03759.01,0,FALSE POSITIVE,7.549303633,135.010802,2.3665
5342,K03760.01,0,FALSE POSITIVE,0.77544539,132.072938,1.8764
5343,K03761.01,0,CANDIDATE,164.950399,280.9154,30.86
5344,K07810.01,0,FALSE POSITIVE,308.255238,282.4555,11.959
5345,K03836.01,0,FALSE POSITIVE,3.46724809,133.90269,11.01
5346,K03837.01,0,FALSE POSITIVE,7.4413445,137.3429,2.8754
5347,K03838.01,0,FALSE POSITIVE,4.618309224,135.85023,3.6752
5348,K03839.01,0,FALSE POSITIVE,0.677761275,131.625946,3.7085
5349,K03840.01,0,FALSE POSITIVE,2.845739012,134.279738,11.9327
5350,K07789.01,0,FALSE POSITIVE,175.358905,212.2454,5.34
5351,K03913.01,0,CANDIDATE,0.582895412,131.621083,1.0528
5352,K02093.03,0,CANDIDATE,0.496069986,132.28138,1.5568
5353,K03914.01,0,FALSE POSITIVE,12.42618005,141.50486,28.1949
5354,K03915.01,0,FALSE POSITIVE,2.189090653,132.08535,5.2094
5355,K03916.01,1,CONFIRMED,5.33905606,132.14193,1.6415
5356,K07794.01,0,FALSE POSITIVE,1.99492332,133.4406,5.898
5357,K01960.02,1,CONFIRMED,23.2218115,151.06904,2.744
5358,K03686.01,0,FALSE POSITIVE,3.351573993,134.28062,2.8758
5359,K03687.01,0,FALSE POSITIVE,8.097050622,138.423529,5.6736
5360,K03688.01,0,FALSE POSITIVE,2.119107262,132.58903,7.5384
5361,K03689.01,0,CANDIDATE,5.24088367,136.02877,3.3656
5362,K07800.01,0,FALSE POSITIVE,0.887691177,132.36711,1.644
5363,K02028.03,1,CONFIRMED,142.545,202.88,8.75
5364,K03762.01,1,CONFIRMED,240.7990472,334.14037,16.666
5365,K03763.01,0,FALSE POSITIVE,0.888584158,132.100098,2.25012
5366,K03765.01,0,FALSE POSITIVE,0.865959015,132.053694,1.9058
5367,K03766.01,0,FALSE POSITIVE,0.594276199,131.835238,2.0188
5368,K03841.01,0,FALSE POSITIVE,1.527491117,132.259806,7.9136
5369,K07811.01,0,FALSE POSITIVE,0.566814046,131.79379,4.049
5370,K03842.01,0,FALSE POSITIVE,0.61496383,132.022402,1.93053
5371,K03843.01,0,FALSE POSITIVE,161.253747,189.0939,25.322
5372,K03844.01,0,FALSE POSITIVE,2.974163938,132.49312,1.7423
5373,K03845.01,0,FALSE POSITIVE,15.84131693,145.4595,1.8156
5374,K02055.04,0,CANDIDATE,6.13074243,131.85782,2.84
5375,K03925.01,1,CONFIRMED,9.2075634,135.801,3.365
5376,K03925.02,1,CONFIRMED,2.5903958,132.3011,2.088
5377,K03925.03,1,CONFIRMED,5.3235335,133.0952,2.714
5378,K03926.01,0,FALSE POSITIVE,0.831741499,132.074741,2.297
5379,K03927.01,0,FALSE POSITIVE,4.44737112,133.84048,19.45
5380,K03690.01,0,FALSE POSITIVE,12.893018017,141.611199,3.30029
5381,K07795.01,0,CANDIDATE,5.44085762,134.29408,2.119
5382,K03691.01,0,FALSE POSITIVE,4.532416322,135.6589,3.2864
5383,K03691.02,0,FALSE POSITIVE,2.26631937,133.3865546,3.16
5384,K03692.01,0,FALSE POSITIVE,1.160153553,132.145331,2.16452
5385,K03693.01,0,FALSE POSITIVE,4.032760214,133.301891,2.7194
5386,K03694.01,0,FALSE POSITIVE,3.723552982,134.94613,3.5632
5387,K03767.01,0,CANDIDATE,6.714247798,134.31703,3.3304
5388,K07801.01,0,FALSE POSITIVE,2.21396079,132.5689,3.452
5389,K03768.01,0,FALSE POSITIVE,11.35501209,133.20478,14.557
5390,K03769.01,0,FALSE POSITIVE,1.195515251,132.303851,5.0834
5391,K03770.01,0,CANDIDATE,2.60720833,131.84844,2.6452
5392,K03771.01,0,FALSE POSITIVE,5.80184753,131.77347,3.9551
5393,K03772.01,0,FALSE POSITIVE,2.38404983,133.43927,3.2849
5394,K03846.01,0,FALSE POSITIVE,5.24078259,136.54913,5.238
5395,K03847.01,0,FALSE POSITIVE,5.26641416,131.69998,2.4404
5396,K03848.01,1,CONFIRMED,1.847892736,132.19915,1.8904
5397,K03849.01,0,FALSE POSITIVE,0.604358764,131.68577,1.0423
5398,K03850.01,0,FALSE POSITIVE,11.3775281,132.5848,12.918
5399,K03851.01,0,FALSE POSITIVE,0.7981968,131.570334,2.22035
5400,K03917.01,0,FALSE POSITIVE,0.695954898,131.89905,1.469
5401,K03918.01,0,FALSE POSITIVE,0.948951607,132.468516,4.3809
5402,K03919.01,0,FALSE POSITIVE,19.37070781,147.66803,2.2466
5403,K03920.01,0,FALSE POSITIVE,14.46993942,141.81105,7.455
5404,K03921.01,0,FALSE POSITIVE,1.278555003,131.529071,1.4247
5405,K01972.02,1,CONFIRMED,1.226223959,132.6827,2.1689
5406,K03695.01,0,FALSE POSITIVE,2.244600029,133.46529,1.9204
5407,K03696.01,0,FALSE POSITIVE,181.8521773,251.877795,5.7725
5408,K03697.01,0,FALSE POSITIVE,223.1127475,140.947135,8.9683
5409,K03698.01,0,FALSE POSITIVE,15.64064161,140.08502,6.4524
5410,K02029.03,1,CONFIRMED,6.8873113,132.0711,2.214
5411,K03773.01,0,FALSE POSITIVE,1.103978,131.573418,0.74
5412,K07802.01,0,FALSE POSITIVE,43.8496474,157.7544,2.217
5413,K03775.01,0,FALSE POSITIVE,0.752158047,131.793035,2.42733
5414,K03776.01,0,FALSE POSITIVE,3.796488133,135.15079,11.0659
5415,K03777.01,0,CANDIDATE,17.7476059,139.3464,5.066
5416,K03852.01,0,FALSE POSITIVE,1.233076007,132.49795,12.506
5417,K03853.01,0,FALSE POSITIVE,21.5135234,132.3356,77.983
5418,K07784.01,0,FALSE POSITIVE,19.4444573,147.9093,5.509
5419,K03854.01,0,FALSE POSITIVE,1.1910489,132.076408,1.3738
5420,K03855.01,0,FALSE POSITIVE,0.546248198,131.585311,2.1081
5421,K02059.02,0,CANDIDATE,2.18565886,132.45418,1.966
5422,K03856.01,0,FALSE POSITIVE,1.811966339,132.27828,3.792
5423,K03922.01,0,FALSE POSITIVE,66.1539783,156.97153,5.896
5424,K03923.01,0,FALSE POSITIVE,158.3226379,251.75032,2.1881
5425,K00435.04,1,CONFIRMED,3.93276627,134.64964,2.9403
5426,K02094.02,1,CONFIRMED,198.680859,270.66535,8.282
5427,K03924.01,0,FALSE POSITIVE,1.592634161,132.328769,8.9488
5428,K03699.01,0,FALSE POSITIVE,3.31577795,131.53883,4.2349
5429,K03700.01,0,FALSE POSITIVE,2.990252395,133.110629,7.8462
5430,K03701.01,0,FALSE POSITIVE,2.08043378,131.827041,7.708
5431,K03702.01,0,FALSE POSITIVE,4.944046127,134.192012,4.50334
5432,K03703.01,0,FALSE POSITIVE,4.464565251,132.311502,4.0221
5433,K03704.01,0,FALSE POSITIVE,1.523298835,132.32762,5.9083
5434,K03778.01,0,FALSE POSITIVE,3.539631353,132.774997,1.5372
5435,K03779.01,0,FALSE POSITIVE,6.195861785,134.23422,2.6078
5436,K07803.01,0,FALSE POSITIVE,0.566805514,131.8162,4.367
5437,K03780.01,0,FALSE POSITIVE,27.961084,133.1759,3.8741
5438,K03782.01,0,FALSE POSITIVE,186.5168116,169.64687,3.1968
5439,K03783.01,0,FALSE POSITIVE,197.1455327,300.176978,2.1145
5440,K03857.01,0,FALSE POSITIVE,0.532087933,131.972409,3.45028
5441,K03858.01,0,FALSE POSITIVE,3.204222652,133.82223,2.7952
5442,K03859.01,0,FALSE POSITIVE,0.687898282,131.595979,3.96401
5443,K03860.01,0,FALSE POSITIVE,2.178154774,132.02433,3.5302
5444,K03861.01,0,FALSE POSITIVE,0.99466172,131.63284,1.576
5445,K03862.01,0,FALSE POSITIVE,359.00688,295.8649,32.16
5446,K03928.01,1,CONFIRMED,1.138548215,132.46205,2.1482
5447,K03929.01,0,FALSE POSITIVE,121.0598037,159.3454,3.112
5448,K07790.01,0,FALSE POSITIVE,0.721335207,131.57505,1.509
5449,K03930.01,0,FALSE POSITIVE,3.28274272,132.64464,8.9
5450,K03931.01,0,FALSE POSITIVE,1.231361934,131.80783,5.433
5451,K02098.02,1,CONFIRMED,89.7224125,163.15815,10.963
5452,K01986.02,1,CONFIRMED,7.12766417,136.00586,2.491
5453,K03705.01,0,FALSE POSITIVE,2.080431782,131.827995,7.4997
5454,K07796.01,0,CANDIDATE,3.52364689,134.1864,3.439
5455,K03706.01,0,FALSE POSITIVE,1.157804607,132.448327,4.66082
5456,K03707.01,0,FALSE POSITIVE,19.979098,137.14659,10.5638
5457,K03708.01,0,FALSE POSITIVE,1.433262401,132.822635,6.2205
5458,K03784.01,0,FALSE POSITIVE,23.8706941,136.9568,3.4812
5459,K02029.04,0,CANDIDATE,4.78850084,135.4574,2.099
5460,K07804.01,0,FALSE POSITIVE,0.566769068,131.8681,3.011
5461,K03785.01,0,FALSE POSITIVE,6.2820426,131.58905,7.941
5462,K03786.01,0,FALSE POSITIVE,0.97430309,132.390205,2.1088
5463,K03787.01,0,CANDIDATE,141.73403059,167.345982,1.5851
5464,K03862.02,0,FALSE POSITIVE,119.686505,176.0608,29.33
5465,K03863.01,0,FALSE POSITIVE,53.556625,184.4892,16.18
5466,K07785.01,0,CANDIDATE,433.220461,271.04277,2.725
5467,K03864.01,1,CONFIRMED,1.210693626,132.39306,1.434
5468,K02061.02,0,CANDIDATE,1.090011003,131.58066,1.5
5469,K03864.02,0,CANDIDATE,18.2572722,134.44527,3.434
5470,K01905.03,1,CONFIRMED,34.2115022,154.57508,4.947
5471,K03630.01,0,FALSE POSITIVE,7.061149921,134.558528,3.33515
5472,K03631.01,0,FALSE POSITIVE,2.682767439,131.570648,4.58143
5473,K03632.01,0,FALSE POSITIVE,3.711012492,132.488455,3.3394
5474,K03633.01,0,FALSE POSITIVE,1.780982447,131.520134,3.4297
5475,K03634.01,0,FALSE POSITIVE,1.815632406,131.9113803,3.35773
5476,K03709.01,0,FALSE POSITIVE,205.5833309,234.746256,6.0353
5477,K03710.01,0,FALSE POSITIVE,4.309067482,134.71445,2.21
5478,K07797.01,0,FALSE POSITIVE,36.4721523,159.7848,2.673
5479,K03711.01,0,FALSE POSITIVE,111.0396205,161.93506,25.751
5480,K03712.01,0,FALSE POSITIVE,3.187087241,132.8582,7.2897
5481,K03713.01,0,FALSE POSITIVE,1.023470248,131.703274,2.3804
5482,K03714.01,0,FALSE POSITIVE,0.875267982,132.03224,1.6038
5483,K03788.01,0,FALSE POSITIVE,5.55260695,132.08428,4.1178
5484,K03789.01,0,FALSE POSITIVE,2.347479696,133.67205,26.25
5485,K07805.01,0,FALSE POSITIVE,1.13353095,132.4414,3.17
5486,K03790.01,0,FALSE POSITIVE,0.890745373,131.884401,1.9215
5487,K03791.01,1,CONFIRMED,440.7843755,139.3535,21.693
5488,K03792.01,0,FALSE POSITIVE,2.723858181,133.57632,1.4313
5489,K03793.01,0,FALSE POSITIVE,0.635441862,131.966607,1.9827
5490,K03865.01,0,FALSE POSITIVE,3.255189932,134.6015,2.7117
5491,K03866.01,0,FALSE POSITIVE,2.531140101,132.49471,20.399
5492,K03867.01,1,CONFIRMED,0.938750221,131.68256,1.3568
5493,K03868.01,0,FALSE POSITIVE,2.992704682,133.29518,1.2585
5494,K03869.01,0,FALSE POSITIVE,6.12810722,137.03456,2.824
5495,K03635.01,0,FALSE POSITIVE,2.115511511,131.99137,8.5116
5496,K03636.01,0,FALSE POSITIVE,2.446736567,133.968534,5.0201
5497,K03637.01,0,FALSE POSITIVE,21.3779536,157.8164,24.872
5498,K03638.01,0,FALSE POSITIVE,4.350460215,132.27239,2.5276
5499,K03639.01,0,FALSE POSITIVE,22.77194512,133.84261,10.1995
5500,K01915.02,1,CONFIRMED,67.844689,149.5007,11.757
5501,K01992.02,1,CONFIRMED,27.3214242,154.29833,4.836
5502,K03715.01,0,FALSE POSITIVE,9.84883968,135.993,5.7425
5503,K03716.01,0,FALSE POSITIVE,10.23335969,139.7882155,7.55
5504,K03717.01,0,FALSE POSITIVE,227.6625222,232.241995,5.5072
5505,K03718.01,0,FALSE POSITIVE,1.06100873,132.521276,2.6715
5506,K03719.01,0,FALSE POSITIVE,0.623393802,131.599128,1.40392
5507,K03794.01,1,CONFIRMED,0.65355361,132.058957,1.63
5508,K02034.02,1,CONFIRMED,2.3702932,133.6801,1.666
5509,K07806.01,0,FALSE POSITIVE,0.566793534,131.8368,4.714
5510,K03795.01,0,FALSE POSITIVE,1.873380717,131.795634,10.1083
5511,K03796.01,0,FALSE POSITIVE,1.87337894,131.796393,9.1328
5512,K03797.01,0,FALSE POSITIVE,7.50023955,137.38848,2.916
5513,K03870.01,0,FALSE POSITIVE,23.6270348,150.0362,11.481
5514,K03871.01,0,FALSE POSITIVE,0.716709897,132.050846,0.7466
5515,K03872.01,0,FALSE POSITIVE,2.248063246,132.75441,5.1297
5516,K03873.01,0,FALSE POSITIVE,63.3278636,165.22656,47.0744
5517,K02076.02,1,CONFIRMED,219.3215562,320.72862,12.4124
5518,K03640.01,0,FALSE POSITIVE,245.4382021,361.302835,14.502
5519,K03641.01,0,FALSE POSITIVE,178.4129899,218.225235,2.9298
5520,K03641.02,0,FALSE POSITIVE,178.44973004,217.6718259,12.86
5521,K03642.01,0,FALSE POSITIVE,2.192004364,132.218114,3.075
5522,K03643.01,0,FALSE POSITIVE,3.900109346,133.380544,3.9037
5523,K03644.01,0,FALSE POSITIVE,1.471060209,132.27522,4.3708
5524,K03644.02,0,FALSE POSITIVE,0.73553763,131.5246162,2.0
5525,K03720.01,0,FALSE POSITIVE,213.3990406,274.209685,6.5043
5526,K03721.01,0,FALSE POSITIVE,6.40802979,134.0732,2.9288
5527,K03722.01,0,CANDIDATE,2.38920105,132.05991,3.15
5528,K03723.01,0,FALSE POSITIVE,0.962835804,132.198475,4.9844
5529,K03724.01,0,FALSE POSITIVE,4.639602084,135.09909,3.4636
5530,K03798.01,0,FALSE POSITIVE,2.991885335,134.17581,7.4319
5531,K03799.01,0,FALSE POSITIVE,1.327471395,131.583734,5.2334
5532,K07807.01,0,FALSE POSITIVE,0.566792595,131.817,2.637
5533,K03800.01,0,FALSE POSITIVE,1.247156944,132.36584,2.6779
5534,K03801.01,0,CANDIDATE,288.3128666,374.79958,5.419
5535,K03802.01,0,FALSE POSITIVE,2.119100054,132.59118,8.2163
5536,K03874.01,0,FALSE POSITIVE,1.466535757,131.992658,0.8222
5537,K03875.01,0,FALSE POSITIVE,8.870415578,137.481093,1.2864
5538,K07786.01,0,FALSE POSITIVE,1.49131759,132.1676,4.721
5539,K03876.01,1,CONFIRMED,19.57783279,131.71421,1.9857
5540,K03877.01,0,FALSE POSITIVE,3.04476607,132.43708,9.568
5541,K03878.01,1,CONFIRMED,70.9672087,182.66991,6.9623
5542,K03645.01,0,FALSE POSITIVE,4.45543346,134.453921,5.116
5543,K03646.01,0,FALSE POSITIVE,14.323889947,135.225964,4.83729
5544,K03647.01,0,FALSE POSITIVE,20.427232317,135.862807,3.46429
5545,K07791.01,0,CANDIDATE,106.18732,180.796,10.29
5546,K01922.03,1,CONFIRMED,105.6552651,230.09865,9.39
5547,K03648.01,0,FALSE POSITIVE,4.029803201,134.422433,4.4301
5548,K03649.01,0,FALSE POSITIVE,1.303858554,131.606872,4.36797
5549,K00416.03,0,CANDIDATE,9.74765878,139.16424,2.62
5550,K02004.02,1,CONFIRMED,3.18899015,133.52624,2.722
5551,K07798.01,0,CANDIDATE,309.89103,259.0588,16.4
5552,K03725.01,0,FALSE POSITIVE,1.570518376,132.340523,3.2035
5553,K03726.01,0,FALSE POSITIVE,115.9943364,139.57168,2.4136
5554,K03727.01,0,FALSE POSITIVE,0.623441636,131.6792187,1.46001
5555,K03803.01,0,FALSE POSITIVE,14.5417471,137.58734,5.6067
5556,K03804.01,0,FALSE POSITIVE,2.81753381,132.8937,2.1551
5557,K02039.02,1,CONFIRMED,0.762132307,131.61542,1.22
5558,K03805.01,0,FALSE POSITIVE,56.6993107,146.1473,7.0706
5559,K03806.01,0,FALSE POSITIVE,161.252247,189.10948,23.467
5560,K03879.01,0,FALSE POSITIVE,0.867719291,132.165597,6.323
5561,K03880.01,0,CANDIDATE,1.803697292,131.51365,1.5922
5562,K03881.01,0,FALSE POSITIVE,0.84112187,132.164939,2.0431
5563,K03882.01,0,FALSE POSITIVE,0.828326025,132.175806,1.42721
5564,K03883.01,0,FALSE POSITIVE,1.219324537,131.94673,4.7501
5565,K03650.01,0,FALSE POSITIVE,2.401751509,133.711919,2.0835
5566,K03651.01,0,FALSE POSITIVE,36.97709537,133.6264,5.2063
5567,K03652.01,0,FALSE POSITIVE,16.371883638,140.020073,3.44467
5568,K03653.01,0,FALSE POSITIVE,2.617284592,132.390683,9.5545
5569,K03654.01,0,FALSE POSITIVE,10.14873521,136.02501,5.603
5570,K03655.01,0,FALSE POSITIVE,2.897436854,132.038502,3.2833
5571,K03728.01,1,CONFIRMED,5.546083089,133.50348,2.717
5572,K03729.01,0,FALSE POSITIVE,6.87366398,136.13966,7.0845
5573,K03729.02,0,FALSE POSITIVE,6.87366412,132.4575658,4.85
5574,K03730.01,0,FALSE POSITIVE,0.668483494,132.156558,2.4129
5575,K03731.01,0,FALSE POSITIVE,1.070272827,131.835891,4.2844
5576,K07799.01,0,FALSE POSITIVE,0.977170246,132.23783,3.4842
5577,K03732.01,0,FALSE POSITIVE,1.135930136,132.396556,4.5036
5578,K03807.01,0,FALSE POSITIVE,1.801863222,132.48449,7.2492
5579,K03808.01,0,FALSE POSITIVE,54.77145968,143.74319,37.1871
5580,K03809.01,0,FALSE POSITIVE,1.674690886,132.172107,2.0179
5581,K03810.01,0,CANDIDATE,1.013774136,131.95888,1.2774
5582,K03811.01,0,CANDIDATE,290.1401717,307.250618,2.1583
5583,K02078.02,1,CONFIRMED,161.515617,176.49978,6.548
5584,K03884.01,0,FALSE POSITIVE,2.112405306,132.97515,2.5845
5585,K03885.01,0,FALSE POSITIVE,1.870990236,132.68949,1.8432
5586,K03886.01,0,FALSE POSITIVE,5.56648691,133.03305,10.931
5587,K07787.01,0,FALSE POSITIVE,1.33253834,132.066,3.737
5588,K03887.01,0,FALSE POSITIVE,1.241483276,132.10028,2.195
5589,K03656.01,0,FALSE POSITIVE,3.01551943,132.943637,3.1713
5590,K03657.01,0,FALSE POSITIVE,2.112395777,134.034448,2.7714
5591,K01932.02,1,CONFIRMED,14.8444836,143.576,6.091
5592,K03658.01,0,FALSE POSITIVE,2.252417903,132.436339,1.9767
5593,K03659.01,0,FALSE POSITIVE,2.900613144,133.422871,3.7357
5594,K03660.01,0,FALSE POSITIVE,174.7697122,172.472322,2.3569
5595,K03733.01,0,FALSE POSITIVE,31.43284649,138.11259,5.3541
5596,K02004.03,0,CANDIDATE,1.72110057,132.76068,1.922
5597,K03734.01,0,FALSE POSITIVE,9.72675447,139.47635,19.6214
5598,K03735.01,0,FALSE POSITIVE,8.096939227,132.646466,2.8833
5599,K03736.01,0,FALSE POSITIVE,0.64234865,131.911078,2.1184
5600,K03737.01,0,FALSE POSITIVE,130.4194187,229.758424,4.165
5601,K03812.01,0,FALSE POSITIVE,1.78526527,133.1265,6.2233
5602,K03813.01,0,FALSE POSITIVE,4.8591441,132.6666,3.8588
5603,K03814.01,0,FALSE POSITIVE,5.95077813,135.06469,5.6
5604,K02048.02,0,FALSE POSITIVE,99.673478,219.33483,0.968
5605,K03815.01,0,CANDIDATE,4.7425521,133.13755,1.11
5606,K03888.01,0,FALSE POSITIVE,0.955297055,132.179352,1.7405
5607,K03889.01,0,FALSE POSITIVE,280.476576,299.3871,32.24
5608,K03890.01,0,FALSE POSITIVE,152.8255989,197.41339,22.688
5609,K03891.01,0,CANDIDATE,47.1096306,144.13172,5.741
5610,K03892.01,1,CONFIRMED,2.41660149,131.53713,1.9699
5611,K03661.01,0,FALSE POSITIVE,4.252082243,134.299947,2.7543
5612,K03662.01,0,FALSE POSITIVE,14.180228311,143.127623,4.5344
5613,K03663.01,1,CONFIRMED,282.5253558,363.071925,10.7965
5614,K03664.01,0,FALSE POSITIVE,1.87887673,133.0741983,6.60887
5615,K03665.01,0,FALSE POSITIVE,17.79391159,134.035628,4.3194
5616,K03666.01,0,FALSE POSITIVE,7.942583252,134.817062,7.0612
5617,K03738.01,0,FALSE POSITIVE,15.85231085,142.52451,4.8707
5618,K03739.01,0,FALSE POSITIVE,2.415925551,133.610004,9.7769
5619,K03740.01,0,FALSE POSITIVE,0.656201038,132.0994299,4.17901
5620,K03741.01,0,FALSE POSITIVE,2.617280959,132.391963,9.661
5621,K03741.02,0,CANDIDATE,18.577903,142.171,20.11
5622,K03742.01,0,FALSE POSITIVE,1.412524016,131.704429,5.74859
5623,K01776.01,0,FALSE POSITIVE,5.77676732,131.5416,6.822
5624,K01792.01,1,CONFIRMED,88.40678718,176.274619,12.3079
5625,K02027.01,0,FALSE POSITIVE,3.635723653,134.6084,2.1862
5626,K07848.01,0,FALSE POSITIVE,369.181947,399.5169,3.239
5627,K01859.01,0,FALSE POSITIVE,45.3968385,136.93885,4.477
5628,K01953.01,0,FALSE POSITIVE,15.160166,136.55982,5.856
5629,K02088.01,0,FALSE POSITIVE,2.63009438,132.22517,11.226
5630,K02089.01,0,FALSE POSITIVE,9.40527028,134.55181,2.076
5631,K02112.01,0,FALSE POSITIVE,4.15713766,132.21689,1.808
5632,K02118.01,0,FALSE POSITIVE,3.2136904,132.98252,2.205
5633,K02127.01,0,FALSE POSITIVE,2.87066026,133.66393,1.541
5634,K01312.02,0,FALSE POSITIVE,31.24611088,138.4604477,4.76
5635,K01408.02,0,FALSE POSITIVE,82.37208458,208.4205685,6.35
5636,K03964.01,0,FALSE POSITIVE,0.991105114,131.893383,2.2137
5637,K03965.01,0,FALSE POSITIVE,12.425580393,141.5382062,57.2012
5638,K03966.01,1,CONFIRMED,138.944022,153.90645,10.611
5639,K03967.01,0,FALSE POSITIVE,12.4260454,141.5025,27.7691
5640,K03967.02,0,FALSE POSITIVE,12.4260002,133.9385,30.1966
5641,K03968.01,0,FALSE POSITIVE,1.50650136,132.98952,3.1126
5642,K01666.01,0,CANDIDATE,0.968026356,131.756162,0.7143
5643,K01667.01,0,FALSE POSITIVE,1.179969562,133.381942,1.9745
5644,K01668.01,0,FALSE POSITIVE,10.10176739,131.80667,2.1267
5645,K01670.01,0,CANDIDATE,10.57910009,141.07251,1.4553
5646,K01671.01,1,CONFIRMED,1.480283464,134.37254,2.486
5647,K01782.01,0,FALSE POSITIVE,15.420409367,133.516609,2.3707
5648,K01821.01,1,CONFIRMED,9.97682072,131.76825,3.4873
5649,K01844.01,0,FALSE POSITIVE,61.4913415,163.63194,9.627
5650,K07849.01,0,CANDIDATE,5.0263815,135.5595,4.384
5651,K01993.01,0,FALSE POSITIVE,16.00351679,146.38812,4.001
5652,K01865.01,0,FALSE POSITIVE,1.86390886,132.19741,4.414
5653,K02320.01,0,FALSE POSITIVE,2.03743942,131.55893,3.103
5654,K02322.01,0,FALSE POSITIVE,332.74984,386.9102,14.77
5655,K02326.01,0,FALSE POSITIVE,45.60304785,171.32001,8.35
5656,K02330.01,0,FALSE POSITIVE,2.4681015,132.07692,2.83
5657,K02334.01,0,FALSE POSITIVE,12.53449909,134.95078,6.02
5658,K02349.01,0,FALSE POSITIVE,215.15218,171.913,19.97
5659,K02359.01,0,FALSE POSITIVE,3.17275711,133.98944,5.404
5660,K02158.02,0,CANDIDATE,6.68231249,132.18853,3.251
